TimeStamp;Over240P3;Over240P2;Over240P1;1VStepsP3;1VStepsP2;1VStepsP1
2017-09-20 02:56:57.586;Over;Over;Over;;;
2017-09-20 02:57:06.935;Over;Over;Over;;;
2017-09-20 02:57:16.390;Over;Over;Over;;;
2017-09-20 02:57:25.755;Over;Over;Over;;;
2017-09-20 02:57:35.230;Over;Over;Over;;;
2017-09-20 02:58:22.216;Over;Over;Over;;;
2017-09-20 02:58:31.675;Over;Over;Over;;;
2017-09-20 02:58:41.014;Over;Over;Over;;;
2017-09-20 02:58:50.495;Over;Over;Over;;;
2017-09-20 02:58:59.839;Over;Over;Over;;;
2017-09-20 02:59:09.307;Over;Over;Over;;;
2017-09-20 02:59:18.767;Over;Over;Over;;;
2017-09-20 02:59:28.119;Over;Over;Over;;;
2017-09-20 02:59:37.588;Over;Over;Over;;;
2017-09-20 02:59:56.397;Over;Over;Over;;;
2017-09-20 03:00:05.746;Over;Over;Over;;;
2017-09-20 03:00:15.228;Over;Over;Over;;;
2017-09-20 03:00:24.580;Over;Over;Over;;;
2017-09-20 03:00:52.847;Over;Over;Over;;;
2017-09-20 03:01:02.197;Over;Over;Over;;;
2017-09-20 03:01:11.671;Over;Over;Over;;;
2017-09-20 03:01:30.487;Over;Over;Over;;;
2017-09-20 03:01:49.300;Over;Over;Over;;;
2017-09-20 03:02:08.100;Over;Over;Over;;;
2017-09-20 03:02:36.395;Over;Over;Over;;;
2017-09-20 03:02:45.732;Over;Over;Over;;;
2017-09-20 03:02:55.223;Over;Over;Over;;;
2017-09-20 03:03:04.576;Over;Over;Over;;;
2017-09-20 03:03:14.038;Over;Over;Over;;;
2017-09-20 03:03:23.380;Over;Over;Over;;;
2017-09-20 03:03:32.844;Over;Over;Over;;;
2017-09-20 03:03:42.313;Over;Over;Over;;;
2017-09-20 03:03:51.654;Over;Over;Over;;;
2017-09-20 03:04:01.112;Over;Over;Over;;;
2017-09-20 03:04:19.933;Over;Over;Over;;;
2017-09-20 03:04:29.295;Over;Over;Over;;;
2017-09-20 03:04:38.756;Over;Over;Over;;;
2017-09-20 03:04:48.207;Over;Over;Over;;;
2017-09-20 03:05:16.392;Over;Over;Over;;;
2017-09-20 03:05:25.841;Over;Over;Over;;;
2017-09-20 03:05:35.197;Over;Over;Over;;;
2017-09-20 03:05:44.657;Over;Over;Over;;;
2017-09-20 03:05:54.011;Over;Over;Over;;;
2017-09-20 03:06:03.488;Over;Over;Over;;;
2017-09-20 03:06:12.838;Over;Over;Over;;;
2017-09-20 03:06:31.660;Over;Over;Over;;;
2017-09-20 03:06:41.127;Over;Over;Over;;;
2017-09-20 03:06:59.930;Over;Over;Over;;;
2017-09-20 03:07:09.397;Over;Over;Over;;;
2017-09-20 03:07:28.211;Over;Over;Over;;;
2017-09-20 03:07:37.577;Over;Over;Over;;;
2017-09-20 03:07:47.053;Over;Over;Over;;;
2017-09-20 03:07:56.401;Over;Over;Over;;;
2017-09-20 03:08:05.763;Over;Over;Over;;;
2017-09-20 03:08:15.230;Over;Over;Over;;;
2017-09-20 03:08:24.693;Over;Over;Over;;;
2017-09-20 03:08:34.052;Over;Over;Over;;;
2017-09-20 03:08:43.505;Over;Over;Over;;;
2017-09-20 03:08:52.857;Over;Over;Over;;;
2017-09-20 03:09:02.315;Over;Over;Over;;;
2017-09-20 03:09:11.672;Over;Over;Over;;;
2017-09-20 03:09:21.140;Over;Over;Over;;;
2017-09-20 03:09:30.493;Over;Over;Over;;;
2017-09-20 03:09:49.308;Over;Over;Over;;;
2017-09-20 03:09:58.775;Over;Over;Over;;;
2017-09-20 03:10:08.236;Over;Over;Over;;;
2017-09-20 03:10:17.585;Over;Over;Over;;;
2017-09-20 03:10:27.067;Over;Over;Over;;;
2017-09-20 03:10:36.412;Over;Over;Over;;;
2017-09-20 03:10:45.876;Over;Over;Over;;;
2017-09-20 03:10:55.251;Over;Over;Over;;;
2017-09-20 03:11:04.707;Over;Over;Over;;;
2017-09-20 03:11:14.055;Over;Over;Over;;;
2017-09-20 03:11:23.519;Over;Over;Over;;;
2017-09-20 03:11:32.854;Over;Over;Over;;;
2017-09-20 03:11:42.333;Over;Over;Over;;;
2017-09-20 03:11:51.676;Over;Over;Over;;;
2017-09-20 03:12:01.142;Over;Over;Over;;;
2017-09-20 03:12:10.606;Over;Over;Over;;;
2017-09-20 03:12:19.958;Over;Over;Over;;;
2017-09-20 03:12:29.428;Over;Over;Over;;;
2017-09-20 03:12:38.767;Over;Over;Over;;;
2017-09-20 03:12:48.237;Over;Over;Over;;;
2017-09-20 03:13:16.519;Over;Over;Over;;;
2017-09-20 03:13:25.869;Over;Over;Over;;;
2017-09-20 03:13:35.332;Over;Over;Over;;;
2017-09-20 03:13:44.678;Over;Over;Over;;;
2017-09-20 03:13:54.148;Over;Over;Over;;;
2017-09-20 03:14:03.487;Over;Over;Over;;;
2017-09-20 03:14:12.960;Over;Over;Over;;;
2017-09-20 03:14:22.330;Over;Over;Over;;;
2017-09-20 03:14:31.782;Over;Over;Over;;;
2017-09-20 03:14:41.145;Over;Over;Over;;;
2017-09-20 03:15:09.419;Over;Over;Over;;;
2017-09-20 03:15:18.880;Over;Over;Over;;;
2017-09-20 03:15:28.224;Over;Over;Over;;;
2017-09-20 03:15:37.693;Over;Over;Over;;;
2017-09-20 03:15:47.054;Over;Over;Over;;;
2017-09-20 03:16:05.862;Over;Over;Over;;;
2017-09-20 03:16:15.332;Over;Over;Over;;;
2017-09-20 03:16:24.690;Over;Over;Over;;;
2017-09-20 03:16:34.165;Over;Over;Over;;;
2017-09-20 03:16:43.625;Over;Over;Over;;;
2017-09-20 03:16:52.964;Over;Over;Over;;;
2017-09-20 03:17:02.435;Over;Over;Over;;;
2017-09-20 03:17:30.596;Over;Over;Over;;;
2017-09-20 03:17:40.064;Over;Over;Over;;;
2017-09-20 03:17:49.435;Over;Over;Over;;;
2017-09-20 03:18:08.279;Over;Over;Over;;;
2017-09-20 03:18:17.704;Over;Over;Over;;;
2017-09-20 03:18:36.537;Over;Over;Over;;;
2017-09-20 03:18:45.889;Over;Over;Over;;;
2017-09-20 03:18:55.347;Over;Over;Over;;;
2017-09-20 03:19:04.815;Over;Over;Over;;;
2017-09-20 03:19:14.158;Over;Over;Over;;;
2017-09-20 03:19:23.616;Over;Over;Over;;;
2017-09-20 03:19:32.972;Over;Over;Over;;;
2017-09-20 03:19:42.443;Over;Over;Over;;;
2017-09-20 03:19:51.788;Over;Over;Over;;;
2017-09-20 03:20:01.268;Over;Over;Over;;;
2017-09-20 03:20:20.079;Over;Over;Over;;;
2017-09-20 03:20:29.540;Over;Over;Over;;;
2017-09-20 03:20:38.892;Over;Over;Over;;;
2017-09-20 03:20:48.348;Over;Over;Over;;;
2017-09-20 03:20:57.692;Over;Over;Over;;;
2017-09-20 03:21:07.182;Over;Over;Over;;;
2017-09-20 03:21:16.531;Over;Over;Over;;;
2017-09-20 03:21:35.330;Over;Over;Over;;;
2017-09-20 03:21:44.820;Over;Over;Over;;;
2017-09-20 03:21:54.171;Over;Over;Over;;;
2017-09-20 03:22:03.620;Over;Over;Over;;;
2017-09-20 03:22:13.079;Over;Over;Over;;;
2017-09-20 03:22:41.271;Over;Over;Over;;;
2017-09-20 03:23:00.080;Over;Over;Over;;;
2017-09-20 03:23:18.931;Over;Over;Over;;;
2017-09-20 03:23:28.364;Over;Over;Over;;;
2017-09-20 03:23:37.708;Over;Over;Over;;;
2017-09-20 03:23:56.524;Over;Over;Over;;;
2017-09-20 03:24:15.452;Over;Over;Over;;;
2017-09-20 03:24:34.255;Over;Over;Over;;;
2017-09-20 03:25:11.894;Over;Over;Over;;;
2017-09-20 03:25:21.246;Over;Over;Over;;;
2017-09-20 03:25:40.178;Over;Over;Over;;;
2017-09-20 03:25:49.525;Over;Over;Over;;;
2017-09-20 03:25:58.988;Over;Over;Over;;;
2017-09-20 03:26:08.338;Over;Over;Over;;;
2017-09-20 03:26:27.147;Over;Over;Over;;;
2017-09-20 03:26:55.450;Over;Over;Over;;;
2017-09-20 03:27:04.819;Over;Over;Over;;;
2017-09-20 03:27:14.212;Over;Over;Over;;;
2017-09-20 03:27:23.657;Over;Over;Over;;;
2017-09-20 03:27:33.134;Over;Over;Over;;;
2017-09-20 03:27:51.862;Over;Over;Over;;;
2017-09-20 03:28:01.336;Over;Over;Over;;;
2017-09-20 03:28:10.677;Over;Over;Over;;;
2017-09-20 03:28:29.514;Over;Over;Over;;;
2017-09-20 03:28:38.981;Over;Over;Over;;;
2017-09-20 03:28:48.333;Over;Over;Over;;;
2017-09-20 03:28:57.804;Over;Over;Over;;;
2017-09-20 03:29:16.616;Over;Over;Over;;;
2017-09-20 03:29:35.412;Over;Over;Over;;;
2017-09-20 03:29:44.903;Over;Over;Over;;;
2017-09-20 03:29:54.250;Over;Over;Over;;;
2017-09-20 03:30:03.725;Over;Over;Over;;;
2017-09-20 03:30:13.077;Over;Over;Over;;;
2017-09-20 03:30:22.539;Over;Over;Over;;;
2017-09-20 03:30:31.872;Over;Over;Over;;;
2017-09-20 03:30:41.337;Over;Over;Over;;;
2017-09-20 03:30:50.808;Over;Over;Over;;;
2017-09-20 03:31:09.636;Over;Over;Over;;;
2017-09-20 03:31:18.987;Over;Over;Over;;;
2017-09-20 03:31:28.450;Over;Over;Over;;;
2017-09-20 03:31:37.806;Over;Over;Over;;;
2017-09-20 03:31:47.269;Over;Over;Over;;;
2017-09-20 03:32:06.076;Over;Over;Over;;;
2017-09-20 03:32:34.357;Over;Over;Over;;;
2017-09-20 03:32:43.708;Over;Over;Over;;;
2017-09-20 03:33:02.538;Over;Over;Over;;;
2017-09-20 03:33:11.992;Over;Over;Over;;;
2017-09-20 03:33:21.356;Over;Over;Over;;;
2017-09-20 03:33:30.798;Over;Over;Over;;;
2017-09-20 03:33:40.151;Over;Over;Over;;;
2017-09-20 03:33:49.620;Over;Over;Over;;;
2017-09-20 03:34:08.428;Over;Over;Over;;;
2017-09-20 03:34:17.787;Over;Over;Over;;;
2017-09-20 03:34:27.260;Over;Over;Over;;;
2017-09-20 03:34:36.725;Over;Over;Over;;;
2017-09-20 03:34:55.529;Over;Over;Over;;;
2017-09-20 03:35:14.350;Over;Over;Over;;;
2017-09-20 03:35:23.701;Over;Over;Over;;;
2017-09-20 03:35:33.154;Over;Over;Over;;;
2017-09-20 03:35:42.523;Over;Over;Over;;;
2017-09-20 03:35:51.984;Over;Over;Over;;;
2017-09-20 03:36:10.811;Over;Over;Over;;;
2017-09-20 03:36:20.156;Over;Over;Over;;;
2017-09-20 03:36:29.624;Over;Over;Over;;;
2017-09-20 03:36:38.973;Over;Over;Over;;;
2017-09-20 03:37:26.064;Over;Over;Over;;;
2017-09-20 03:37:35.526;Over;Over;Over;;;
2017-09-20 03:37:44.883;Over;Over;Over;;;
2017-09-20 03:37:54.352;Over;Over;Over;;;
2017-09-20 03:38:03.700;Over;Over;Over;;;
2017-09-20 03:38:13.171;Over;Over;Over;;;
2017-09-20 03:38:22.516;Over;Over;Over;;;
2017-09-20 03:38:31.987;Over;Over;Over;;;
2017-09-20 03:38:50.800;Over;Over;Over;;;
2017-09-20 03:39:09.628;Over;Over;Over;;;
2017-09-20 03:39:18.989;Over;Over;Over;;;
2017-09-20 03:39:28.448;Over;Over;Over;;;
2017-09-20 03:39:37.818;Over;Over;Over;;;
2017-09-20 03:39:47.290;Over;Over;Over;;;
2017-09-20 03:39:56.637;Over;Over;Over;;;
2017-09-20 03:40:06.128;Over;Over;Over;;;
2017-09-20 03:40:15.490;Over;Over;Over;;;
2017-09-20 03:40:24.939;Over;Over;Over;;;
2017-09-20 03:40:34.289;Over;Over;Over;;;
2017-09-20 03:40:43.768;Over;Over;Over;;;
2017-09-20 03:41:02.569;Over;Over;Over;;;
2017-09-20 03:41:21.410;Over;Over;Over;;;
2017-09-20 03:41:30.759;Over;Over;Over;;;
2017-09-20 03:41:40.222;Over;Over;Over;;;
2017-09-20 03:41:59.044;Over;Over;Over;;;
2017-09-20 03:42:17.850;Over;Over;Over;;;
2017-09-20 03:42:27.312;Over;Over;Over;;;
2017-09-20 03:42:36.653;Over;Over;Over;;;
2017-09-20 03:42:46.121;Over;Over;Over;;;
2017-09-20 03:42:55.587;Over;Over;Over;;;
2017-09-20 03:43:14.406;Over;Over;Over;;;
2017-09-20 03:43:23.742;Over;Over;Over;;;
2017-09-20 03:43:33.214;Over;Over;Over;;;
2017-09-20 03:43:52.036;Over;Over;Over;;;
2017-09-20 03:44:10.855;Over;Over;Over;;;
2017-09-20 03:44:20.194;Over;Over;Over;;;
2017-09-20 03:44:29.657;Over;Over;Over;;;
2017-09-20 03:44:39.123;Over;Over;Over;;;
2017-09-20 03:44:48.482;Over;Over;Over;;;
2017-09-20 03:45:07.283;Over;Over;Over;;;
2017-09-20 03:45:16.755;Over;Over;Over;;;
2017-09-20 03:45:26.106;Over;Over;Over;;;
2017-09-20 03:45:35.571;Over;Over;Over;;;
2017-09-20 03:45:54.405;Over;Over;Over;;;
2017-09-20 03:46:03.741;Over;Over;Over;;;
2017-09-20 03:46:13.207;Over;Over;Over;;;
2017-09-20 03:46:22.670;Over;Over;Over;;;
2017-09-20 03:46:32.029;Over;Over;Over;;;
2017-09-20 03:46:41.479;Over;Over;Over;;;
2017-09-20 03:47:09.650;Over;Over;Over;;;
2017-09-20 03:47:19.131;Over;Over;Over;;;
2017-09-20 03:47:37.941;Over;Over;Over;;;
2017-09-20 03:47:47.297;Over;Over;Over;;;
2017-09-20 03:47:56.761;Over;Over;Over;;;
2017-09-20 03:48:15.591;Over;Over;Over;;;
2017-09-20 03:48:24.932;Over;Over;Over;;;
2017-09-20 03:48:34.401;Over;Over;Over;;;
2017-09-20 03:48:53.201;Over;Over;Over;;;
2017-09-20 03:49:02.670;Over;Over;Over;;;
2017-09-20 03:49:12.032;Over;Over;Over;;;
2017-09-20 03:49:30.832;Over;Over;Over;;;
2017-09-20 03:49:40.304;Over;Over;Over;;;
2017-09-20 03:49:49.648;Over;Over;Over;;;
2017-09-20 03:50:08.573;Over;Over;Over;;;
2017-09-20 03:50:17.924;Over;Over;Over;;;
2017-09-20 03:50:36.737;Over;Over;Over;;;
2017-09-20 03:50:46.197;Over;Over;Over;;;
2017-09-20 03:50:55.538;Over;Over;Over;;;
2017-09-20 03:51:05.007;Over;Over;Over;;;
2017-09-20 03:51:14.463;Over;Over;Over;;;
2017-09-20 03:51:23.813;Over;Over;Over;;;
2017-09-20 03:51:42.650;Over;Over;Over;;;
2017-09-20 03:51:52.107;Over;Over;Over;;;
2017-09-20 03:52:01.469;Over;Over;Over;;;
2017-09-20 03:52:10.939;Over;Over;Over;;;
2017-09-20 03:52:20.286;Over;Over;Over;;;
2017-09-20 03:52:29.750;Over;Over;Over;;;
2017-09-20 03:52:39.088;Over;Over;Over;;;
2017-09-20 03:52:48.560;Over;Over;Over;;;
2017-09-20 03:53:07.388;Over;Over;Over;;;
2017-09-20 03:53:16.726;Over;Over;Over;;;
2017-09-20 03:53:26.203;Over;Over;Over;;;
2017-09-20 03:53:35.538;Over;Over;Over;;;
2017-09-20 03:53:45.000;Over;Over;Over;;;
2017-09-20 03:53:54.355;Over;Over;Over;;;
2017-09-20 03:54:03.819;Over;Over;Over;;;
2017-09-20 03:54:13.183;Over;Over;Over;;;
2017-09-20 03:54:22.674;Over;Over;Over;;;
2017-09-20 03:54:32.011;Over;Over;Over;;;
2017-09-20 03:54:50.831;Over;Over;Over;;;
2017-09-20 03:55:00.300;Over;Over;Over;;;
2017-09-20 03:55:09.663;Over;Over;Over;;;
2017-09-20 03:55:19.126;Over;Over;Over;;;
2017-09-20 03:55:28.580;Over;Over;Over;;;
2017-09-20 03:55:37.934;Over;Over;Over;;;
2017-09-20 03:55:47.391;Over;Over;Over;;;
2017-09-20 03:55:56.745;Over;Over;Over;;;
2017-09-20 03:56:06.202;Over;Over;Over;;;
2017-09-20 03:56:15.545;Over;Over;Over;;;
2017-09-20 03:56:25.014;Over;Over;Over;;;
2017-09-20 03:56:34.474;Over;Over;Over;;;
2017-09-20 03:56:43.824;Over;Over;Over;;;
2017-09-20 03:56:53.295;Over;Over;Over;;;
2017-09-20 03:57:02.654;Over;Over;Over;;;
2017-09-20 03:57:12.104;Over;Over;Over;;;
2017-09-20 03:57:21.453;Over;Over;Over;;;
2017-09-20 03:57:30.913;Over;Over;Over;;;
2017-09-20 03:57:40.285;Over;Over;Over;;;
2017-09-20 03:57:49.735;Over;Over;Over;;;
2017-09-20 03:57:59.086;Over;Over;Over;;;
2017-09-20 03:58:08.556;Over;Over;Over;;;
2017-09-20 03:58:17.930;Over;Over;Over;;;
2017-09-20 03:58:27.389;Over;Over;Over;;;
2017-09-20 03:58:36.738;Over;Over;Over;;;
2017-09-20 03:58:55.556;Over;Over;Over;;;
2017-09-20 03:59:05.026;Over;Over;Over;;;
2017-09-20 03:59:14.372;Over;Over;Over;;;
2017-09-20 03:59:23.832;Over;Over;Over;;;
2017-09-20 03:59:33.191;Over;Over;Over;;;
2017-09-20 03:59:42.646;Over;Over;Over;;;
2017-09-20 03:59:52.010;Over;Over;Over;;;
2017-09-20 04:00:10.828;Over;Over;Over;;;
2017-09-20 04:00:39.113;Over;Over;Over;;;
2017-09-20 04:00:48.569;Over;Over;Over;;;
2017-09-20 04:00:57.930;Over;Over;Over;;;
2017-09-20 04:01:07.395;Over;Over;Over;;;
2017-09-20 04:01:26.200;Over;Over;Over;;;
2017-09-20 04:01:45.000;Over;Over;Over;;;
2017-09-20 04:01:54.360;Over;Over;Over;;;
2017-09-20 04:02:03.822;Over;Over;Over;;;
2017-09-20 04:02:13.281;Over;Over;Over;;;
2017-09-20 04:02:22.623;Over;Over;Over;;;
2017-09-20 04:02:32.090;Over;Over;Over;;;
2017-09-20 04:02:50.893;Over;Over;Over;;;
2017-09-20 04:03:09.713;Over;Over;Over;;;
2017-09-20 04:03:19.082;Over;Over;Over;;;
2017-09-20 04:03:28.546;Over;Over;Over;;;
2017-09-20 04:03:47.353;Over;Over;Over;;;
2017-09-20 04:04:06.175;Over;Over;Over;;;
2017-09-20 04:04:15.635;Over;Over;Over;;;
2017-09-20 04:04:34.440;Over;Over;Over;;;
2017-09-20 04:04:43.797;Over;Over;Over;;;
2017-09-20 04:04:53.258;Over;Over;Over;;;
2017-09-20 04:05:02.598;Over;Over;Over;;;
2017-09-20 04:05:12.066;Over;Over;Over;;;
2017-09-20 04:05:21.419;Over;Over;Over;;;
2017-09-20 04:05:30.898;Over;Over;Over;;;
2017-09-20 04:05:40.238;Over;Over;Over;;;
2017-09-20 04:05:49.697;Over;Over;Over;;;
2017-09-20 04:05:59.167;Over;Over;Over;;;
2017-09-20 04:06:08.521;Over;Over;Over;;;
2017-09-20 04:06:17.986;Over;Over;Over;;;
2017-09-20 04:06:27.320;Over;Over;Over;;;
2017-09-20 04:06:36.815;Over;Over;Over;;;
2017-09-20 04:06:55.558;Over;Over;Over;;;
2017-09-20 04:07:05.022;Over;Over;Over;;;
2017-09-20 04:07:14.393;Over;Over;Over;;;
2017-09-20 04:07:33.202;Over;Over;Over;;;
2017-09-20 04:07:42.649;Over;Over;Over;;;
2017-09-20 04:07:52.011;Over;Over;Over;;;
2017-09-20 04:08:01.503;Over;Over;Over;;;
2017-09-20 04:08:10.852;Over;Over;Over;;;
2017-09-20 04:08:20.316;Over;Over;Over;;;
2017-09-20 04:08:39.131;Over;Over;Over;;;
2017-09-20 04:08:48.472;Over;Over;Over;;;
2017-09-20 04:08:57.933;Over;Over;Over;;;
2017-09-20 04:09:07.301;Over;Over;Over;;;
2017-09-20 04:09:16.741;Over;Over;Over;;;
2017-09-20 04:09:26.216;Over;Over;Over;;;
2017-09-20 04:09:35.562;Over;Over;Over;;;
2017-09-20 04:10:22.642;Over;Over;Over;;;
2017-09-20 04:10:31.994;Over;Over;Over;;;
2017-09-20 04:10:41.454;Over;Over;Over;;;
2017-09-20 04:11:09.716;Over;Over;Over;;;
2017-09-20 04:11:19.074;Over;Over;Over;;;
2017-09-20 04:11:28.557;Over;Over;Over;;;
2017-09-20 04:11:47.368;Over;Over;Over;;;
2017-09-20 04:11:56.709;Over;Over;Over;;;
2017-09-20 04:12:15.548;Over;Over;Over;;;
2017-09-20 04:12:25.006;Over;Over;Over;;;
2017-09-20 04:12:34.350;Over;Over;Over;;;
2017-09-20 04:12:43.814;Over;Over;Over;;;
2017-09-20 04:12:53.166;Over;Over;Over;;;
2017-09-20 04:13:02.638;Over;Over;Over;;;
2017-09-20 04:13:11.983;Over;Over;Over;;;
2017-09-20 04:13:21.439;Over;Over;Over;;;
2017-09-20 04:13:30.899;Over;Over;Over;;;
2017-09-20 04:13:40.261;Over;Over;Over;;;
2017-09-20 04:13:49.709;Over;Over;Over;;;
2017-09-20 04:13:59.059;Over;Over;Over;;;
2017-09-20 04:14:08.550;Over;Over;Over;;;
2017-09-20 04:14:17.889;Over;Over;Over;;;
2017-09-20 04:14:27.363;Over;Over;Over;;;
2017-09-20 04:14:36.704;Over;Over;Over;;;
2017-09-20 04:14:46.172;Over;Over;Over;;;
2017-09-20 04:14:55.533;Over;Over;Over;;;
2017-09-20 04:15:04.991;Over;Over;Over;;;
2017-09-20 04:15:14.335;Over;Over;Over;;;
2017-09-20 04:15:23.793;Over;Over;Over;;;
2017-09-20 04:15:33.162;Over;Over;Over;;;
2017-09-20 04:15:42.622;Over;Over;Over;;;
2017-09-20 04:16:01.432;Over;Over;Over;;;
2017-09-20 04:16:20.256;Over;Over;Over;;;
2017-09-20 04:16:39.067;Over;Over;Over;;;
2017-09-20 04:16:57.886;Over;Over;Over;;;
2017-09-20 04:17:35.536;Over;Over;Over;;;
2017-09-20 04:17:44.994;Over;Over;Over;;;
2017-09-20 04:18:03.799;Over;Over;Over;;;
2017-09-20 04:18:13.166;Over;Over;Over;;;
2017-09-20 04:18:22.624;Over;Over;Over;;;
2017-09-20 04:18:31.979;Over;Over;Over;;;
2017-09-20 04:18:41.438;Over;Over;Over;;;
2017-09-20 04:18:50.807;Over;Over;Over;;;
2017-09-20 04:19:00.258;Over;Over;Over;;;
2017-09-20 04:19:09.629;Over;Over;Over;;;
2017-09-20 04:19:19.087;Over;Over;Over;;;
2017-09-20 04:19:37.828;Over;Over;Over;;;
2017-09-20 04:19:47.301;Over;Over;Over;;;
2017-09-20 04:19:56.657;Over;Over;Over;;;
2017-09-20 04:20:06.131;Over;Over;Over;;;
2017-09-20 04:20:15.458;Over;Over;Over;;;
2017-09-20 04:20:24.921;Over;Over;Over;;;
2017-09-20 04:20:34.280;Over;Over;Over;;;
2017-09-20 04:21:02.594;Over;Over;Over;;;
2017-09-20 04:21:11.941;Over;Over;Over;;;
2017-09-20 04:21:30.772;Over;Over;Over;;;
2017-09-20 04:21:40.236;Over;Over;Over;;;
2017-09-20 04:22:08.397;Over;Over;Over;;;
2017-09-20 04:22:27.310;Over;Over;Over;;;
2017-09-20 04:22:36.667;Over;Over;Over;;;
2017-09-20 04:22:46.123;Over;Over;Over;;;
2017-09-20 04:23:23.736;Over;Over;Over;;;
2017-09-20 04:23:33.093;Over;Over;Over;;;
2017-09-20 04:23:42.556;Over;Over;Over;;;
2017-09-20 04:23:51.918;Over;Over;Over;;;
2017-09-20 04:24:01.406;Over;Over;Over;;;
2017-09-20 04:24:20.215;Over;Over;Over;;;
2017-09-20 04:24:29.568;Over;Over;Over;;;
2017-09-20 04:24:39.025;Over;Over;Over;;;
2017-09-20 04:24:48.400;Over;Over;Over;;;
2017-09-20 04:24:57.856;Over;Over;Over;;;
2017-09-20 04:25:07.216;Over;Over;Over;;;
2017-09-20 04:25:16.657;Over;Over;Over;;;
2017-09-20 04:25:26.029;Over;Over;Over;;;
2017-09-20 04:25:35.498;Over;Over;Over;;;
2017-09-20 04:25:44.958;Over;Over;Over;;;
2017-09-20 04:25:54.308;Over;Over;Over;;;
2017-09-20 04:26:03.681;Over;Over;Over;;;
2017-09-20 04:26:22.609;Over;Over;Over;;;
2017-09-20 04:26:31.945;Over;Over;Over;;;
2017-09-20 04:26:50.765;Over;Over;Over;;;
2017-09-20 04:27:09.573;Over;Over;Over;;;
2017-09-20 04:27:19.040;Over;Over;Over;;;
2017-09-20 04:27:28.412;Over;Over;Over;;;
2017-09-20 04:27:47.221;Over;Over;Over;;;
2017-09-20 04:27:56.682;Over;Over;Over;;;
2017-09-20 04:28:06.075;Over;Over;Over;;;
2017-09-20 04:28:15.536;Over;Over;Over;;;
2017-09-20 04:28:24.885;Over;Over;Over;;;
2017-09-20 04:28:34.346;Over;Over;Over;;;
2017-09-20 04:28:43.689;Over;Over;Over;;;
2017-09-20 04:28:53.142;Over;Over;Over;;;
2017-09-20 04:29:02.501;Over;Over;Over;;;
2017-09-20 04:29:11.961;Over;Over;Over;;;
2017-09-20 04:29:21.314;Over;Over;Over;;;
2017-09-20 04:29:40.234;Over;Over;Over;;;
2017-09-20 04:29:49.587;Over;Over;Over;;;
2017-09-20 04:30:08.400;Over;Over;Over;;;
2017-09-20 04:30:17.867;Over;Over;Over;;;
2017-09-20 04:30:27.216;Over;Over;Over;;;
2017-09-20 04:30:36.675;Over;Over;Over;;;
2017-09-20 04:30:46.037;Over;Over;Over;;;
2017-09-20 04:30:55.512;Over;Over;Over;;;
2017-09-20 04:31:04.866;Over;Over;Over;;;
2017-09-20 04:31:14.337;Over;Over;Over;;;
2017-09-20 04:31:23.706;Over;Over;Over;;;
2017-09-20 04:31:33.168;Over;Over;Over;;;
2017-09-20 04:31:42.522;Over;Over;Over;;;
2017-09-20 04:31:51.979;Over;Over;Over;;;
2017-09-20 04:32:01.328;Over;Over;Over;;;
2017-09-20 04:32:10.777;Over;Over;Over;;;
2017-09-20 04:32:20.147;Over;Over;Over;;;
2017-09-20 04:32:29.622;Over;Over;Over;;;
2017-09-20 04:32:38.969;Over;Over;Over;;;
2017-09-20 04:32:48.426;Over;Over;Over;;;
2017-09-20 04:32:57.793;Over;Over;Over;;;
2017-09-20 04:33:07.239;Over;Over;Over;;;
2017-09-20 04:33:16.620;Over;Over;Over;;;
2017-09-20 04:33:26.076;Over;Over;Over;;;
2017-09-20 04:33:35.440;Over;Over;Over;;;
2017-09-20 04:33:44.911;Over;Over;Over;;;
2017-09-20 04:33:54.248;Over;Over;Over;;;
2017-09-20 04:34:03.715;Over;Over;Over;;;
2017-09-20 04:34:13.060;Over;Over;Over;;;
2017-09-20 04:34:22.541;Over;Over;Over;;;
2017-09-20 04:34:31.893;Over;Over;Over;;;
2017-09-20 04:34:41.383;Over;Over;Over;;;
2017-09-20 04:35:00.185;Over;Over;Over;;;
2017-09-20 04:35:18.944;Over;Over;Over;;;
2017-09-20 04:35:28.406;Over;Over;Over;;;
2017-09-20 04:35:56.682;Over;Over;Over;;;
2017-09-20 04:36:06.051;Over;Over;Over;;;
2017-09-20 04:36:15.508;Over;Over;Over;;;
2017-09-20 04:36:43.674;Over;Over;Over;;;
2017-09-20 04:36:53.126;Over;Over;Over;;;
2017-09-20 04:37:02.505;Over;Over;Over;;;
2017-09-20 04:37:11.966;Over;Over;Over;;;
2017-09-20 04:37:30.763;Over;Over;Over;;;
2017-09-20 04:37:40.119;Over;Over;Over;;;
2017-09-20 04:37:49.593;Over;Over;Over;;;
2017-09-20 04:37:59.045;Over;Over;Over;;;
2017-09-20 04:38:08.400;Over;Over;Over;;;
2017-09-20 04:38:17.856;Over;Over;Over;;;
2017-09-20 04:38:27.211;Over;Over;Over;;;
2017-09-20 04:38:46.007;Over;Over;Over;;;
2017-09-20 04:38:55.468;Over;Over;Over;;;
2017-09-20 04:39:04.840;Over;Over;Over;;;
2017-09-20 04:39:14.311;Over;Over;Over;;;
2017-09-20 04:39:23.658;Over;Over;Over;;;
